filename	lat	lon	Rrs_412	Rrs_443	Rrs_490	Rrs_510	Rrs_555	Rrs_670
S2002204163422.L2_MLAC.hdf	42.3455	-70.5715	0.0171911	0.0168667	0.0160016	0.0153333	0.0143024	0.0099944
S2002204163422.L2_MLAC.hdf	42.394	-70.7533	0.0175563	0.01723	0.016534	0.015789	0.0147207	0.0103777
S1998190171715.L2_MLAC.hdf	41.149	-69.748	0.00709311	0.00744111	0.00797978	0.0079871	0.0079213	0.0038784
S1998190171715.L2_MLAC.hdf	41.015	-69.884	0.00654267	0.006994	0.007554	0.0074969	0.0072062	0.003442
S1998190171715.L2_MLAC.hdf	41.117	-70.052	0.00640667	0.006838	0.00722889	0.007232	0.0070593	0.0034753
S2001214173045.L2_MLAC.hdf	39.4005	-74.2644	0.00866956	0.00873556	0.00915089	0.0097184	0.0110904	0.0063293
S1999339002028.L2_MLAC.hdf	0.00017	171.716	0.0117017	0.0115897	0.011516	0.0106097	0.0093673	0.0076613
S1999343230456.L2_MLAC.hdf	0.00617	-170.198	0.00887225	0.0086395	0.008625	0.0077493	0.006837	0.0053563
S1999020160727.L2_MLAC.hdf	21.806	-52.303	0.00779133	0.00742422	0.00598533	0.0041904	0.0028422	0.0015884
S1999029125458.L2_MLAC.hdf	-4.283	-17.9	0.0102867	0.010232	0.00992845	0.0085613	0.0075987	0.0063684
S1999035104627.L2_GAC	-23.228	4.52	0.00946511	0.00885622	0.00724378	0.005186	0.00365	0.0022793
S1999070070352.L2_MLAC.hdf	17.024	67.012	0.00598845	0.00627756	0.00644867	0.0055956	0.0046927	0.0031762
S1999071074817.L2_MLAC.hdf	11.583	67	0.0129678	0.0128196	0.0123667	0.0112802	0.0101289	0.0082098
S1999072065349.L2_MLAC.hdf	6.27	67	0.0136576	0.0133427	0.0125158	0.0109989	0.0099278	0.0080507
S1998029222842.L2_MLAC.hdf	20.395	-155.009	0.0104076	0.00901867	0.00706067	0.0049567	0.0033671	0.0019904
S1998031221920.L2_MLAC.hdf	20.704	-155.107	0.00922578	0.00809378	0.00654089	0.0045184	0.0030602	0.0018182
S1998033220958.L2_MLAC.hdf	20.086	-156.018	0.0117513	0.0108364	0.00952822	0.0075771	0.0060509	0.0043544
S1998034225446.L2_MLAC.hdf	20.734	-157.718	0.0133409	0.0118011	0.00943534	0.0073382	0.0056444	0.0038573
S1998038223600.L2_MLAC.hdf	20.727	-157.349	0.00919489	0.00805689	0.00636645	0.0043249	0.0028458	0.0015464
S1998040222637.L2_MLAC.hdf	20.058	-157.161	0.0101113	0.00881378	0.00675333	0.0045073	0.0028958	0.0015369
S1998042221713.L2_MLAC.hdf	21.78	-156.407	0.00876422	0.00735333	0.00543511	0.0032269	0.0016896	0.0005309
S2001144165448.L2_MLAC.hdf	35.1584	-76.0132	0.00716089	0.00768089	0.008756	0.0097478	0.0120089	0.0066349
S2001144165448.L2_MLAC.hdf	35.1167	-76.2042	0.00798467	0.00856467	0.0101136	0.0110589	0.0135536	0.0078689
S2001292171414.L2_MLAC.hdf	34.36	-76.0288	0.00687533	0.00685222	0.00652422	0.005316	0.0039784	0.0022716
S1997308172629.L2_MLAC.hdf	32.5426	-79.616	0.00326133	0.00391489	0.00507356	0.0047329	0.0038769	0.0011351
S1998301174653.L2_MLAC.hdf	33.6722	-76.7648	0.00972622	0.00921689	0.00829667	0.0067949	0.0052493	0.0032013
S1998303173728.L2_MLAC.hdf	31.9972	-79.0947	0.0112211	0.0109758	0.0101891	0.0091876	0.0077311	0.0051353
S1998312174412.L2_MLAC.hdf	32.5257	-78.9139	0.00715956	0.00716022	0.00696045	0.0061689	0.0049947	0.0027236
S1998314173448.L2_MLAC.hdf	32.3988	-80.3008	0.00589311	0.00677711	0.00839	0.0088062	0.0095967	0.0046122
S1998314173448.L2_MLAC.hdf	32.2212	-80.129	0.00414822	0.00465533	0.00521067	0.0050876	0.0047042	0.0026344
S1998327172230.L2_MLAC.hdf	33.506	-76.6736	0.008858	0.00863	0.00801578	0.0071613	0.0059944	0.0040267
S2001254180623.L2_MLAC.hdf	30.263	-88.776	0.0107223	0.0108229	0.010962	0.0112731	0.0128391	0.0095757
S2001254180623.L2_MLAC.hdf	30.315	-88.912	0.00948933	0.00978156	0.0101742	0.0105347	0.0119627	0.0084696
S2001254180623.L2_MLAC.hdf	30.226	-88.996	0.00859725	0.008736	0.0087595	0.0089418	0.0099463	0.006794
S1998265171846.L2_MLAC.hdf	35.95	-72.0193	0.0133513	0.0120889	0.00962044	0.0071849	0.0052007	0.0029318
S1998267170934.L2_MLAC.hdf	38.7158	-74.949	0.00301422	0.00397111	0.005968	0.0064827	0.0072518	0.0027696
S1998267170934.L2_MLAC.hdf	38.5462	-74.7178	0.00242267	0.00296689	0.00343356	0.0030407	0.0023104	0.0007167
S1998267170934.L2_MLAC.hdf	38.4582	-74.6242	0.00249756	0.00302133	0.00340667	0.0029613	0.0021938	0.000726
S1998267170934.L2_MLAC.hdf	38.3783	-74.5113	0.00260111	0.00309956	0.00336156	0.0029089	0.0021542	0.0007336
S2000145165136.L2_MLAC.hdf	55.4702	-53.6974	0.00575356	0.00601978	0.00597089	0.0054404	0.0044364	0.002536
S2000148172350.L2_MLAC.hdf	57.0154	-54.8502	0.00600889	0.00635289	0.00629133	0.0057273	0.0047062	0.0030651
S2000090161739.L2_MLAC.hdf	10.8	-61.83	0.00526111	0.00640578	0.00796578	0.0083531	0.0086487	0.0049838
S1999029125458.L2_MLAC.hdf	-67.511	-70.59	0.00417533	0.00405556	0.00444245	0.0040976	0.00333	0.001712
S1999029143357.L2_MLAC.hdf	-67.643	-70.267	0.00364245	0.003554	0.00375289	0.003422	0.0026091	0.0010647
S1997364131521.L2_MLAC.hdf	-64.815	-64.041	0.0171717	0.0141877	0.011569	0.0103187	0.008213	0.004413
S2000249200646.L2_MLAC.hdf	34.3	-119.877	0.00389778	0.004232	0.00447067	0.0040476	0.0032504	0.0014153
S2000249200646.L2_MLAC.hdf	34.351	-119.862	0.00386111	0.00420556	0.004408	0.0040304	0.0032793	0.0014647
S2000269194754.L2_MLAC.hdf	34.159	-119.945	0.00508689	0.00522778	0.00548733	0.0051349	0.004546	0.0024669
S2000269194754.L2_MLAC.hdf	34.205	-119.919	0.00464734	0.00483489	0.00491689	0.0044424	0.0036916	0.0018322
S2000269194754.L2_MLAC.hdf	34.252	-119.903	0.00461578	0.00484045	0.00494222	0.0043251	0.0034309	0.0016182
S2001017195149.L2_MLAC.hdf	34.203	-119.926	0.00252289	0.00285022	0.00312556	0.0029947	0.0024642	0.0011351
S2001017195149.L2_MLAC.hdf	34.298	-119.88	0.00263489	0.00295867	0.003314	0.0031896	0.002662	0.0012353
S2001071204349.L2_MLAC.hdf	34.204	-119.926	0.00503022	0.00553133	0.00607889	0.0059809	0.0053653	0.0028467
S2001071204349.L2_MLAC.hdf	34.251	-119.901	0.00498244	0.00551178	0.00601867	0.0059071	0.005308	0.0029038
S2001155194948.L2_MLAC.hdf	34.299	-119.879	0.00689622	0.00727645	0.00744578	0.0068853	0.0060411	0.004008
S2001155194948.L2_MLAC.hdf	34.35	-119.861	0.00766822	0.00799933	0.008126	0.007498	0.0065731	0.004438
S2001253204113.L2_MLAC.hdf	34.3	-119.871	0.00621378	0.00658089	0.00675489	0.0064409	0.0057456	0.0036569
S2001253204113.L2_MLAC.hdf	34.344	-119.855	0.00609911	0.00662422	0.00693156	0.0066453	0.00602	0.0037273
S2001268195215.L2_MLAC.hdf	34.293	-119.882	0.002504	0.00292045	0.003314	0.0029207	0.0022524	0.0008178
S2001268195215.L2_MLAC.hdf	34.352	-119.868	0.00243245	0.002798	0.00318045	0.0028502	0.0022798	0.0007709
S2001347195710.L2_MLAC.hdf	34.096	-119.984	0.00250756	0.00306845	0.00380289	0.0036891	0.0033282	0.0014936
S2001347195710.L2_MLAC.hdf	34.158	-119.947	0.00254645	0.00296467	0.00341978	0.0034322	0.0033873	0.0018516
S2001347195710.L2_MLAC.hdf	34.203	-119.925	0.00258378	0.003156	0.00369667	0.0035816	0.0032362	0.001752
S2001347195710.L2_MLAC.hdf	34.252	-119.904	0.00302178	0.00352045	0.00409556	0.0039616	0.0035736	0.002022
S2001347195710.L2_MLAC.hdf	34.348	-119.863	0.00311445	0.00372245	0.00430333	0.0041947	0.0037571	0.0021849
S2002010195405.L2_MLAC.hdf	34.203	-119.926	0.00269178	0.00317111	0.00386044	0.0039464	0.00358	0.0018773
S2002010195405.L2_MLAC.hdf	34.251	-119.905	0.00282689	0.00323289	0.00394622	0.0041307	0.0039604	0.0021827
S2002024195046.L2_MLAC.hdf	34.093	-119.984	0.00170444	0.00223867	0.00278356	0.0025682	0.0020718	0.0006644
S2002024195046.L2_MLAC.hdf	34.158	-119.948	0.00170733	0.00228933	0.00287778	0.0027093	0.0022076	0.0009962
S2002024195046.L2_MLAC.hdf	34.204	-119.993	0.00172267	0.002354	0.00297533	0.0027278	0.0022211	0.0008449
S2002024195046.L2_MLAC.hdf	34.298	-119.881	0.00165067	0.002284	0.00278289	0.0025962	0.0020442	0.0009064
S2002024195046.L2_MLAC.hdf	34.348	-119.863	0.00148778	0.00210289	0.00268489	0.0024387	0.0019224	0.0006809
S2002036200051.L2_MLAC.hdf	34.157	-119.945	0.00183733	0.00198845	0.00221578	0.0021771	0.0021498	0.0009824
S2002036200051.L2_MLAC.hdf	34.203	-119.926	0.001496	0.00165645	0.00189667	0.0018896	0.0019742	0.0007989
S2002036200051.L2_MLAC.hdf	34.254	-119.907	0.00167911	0.00181511	0.00207111	0.0020127	0.0019576	0.00073
S2002078194040.L2_MLAC.hdf	34.158	-119.947	0.00146289	0.00174133	0.00219667	0.0022373	0.0024398	0.0010664
S2002078194040.L2_MLAC.hdf	34.203	-119.926	0.00157533	0.00184867	0.00230489	0.0023591	0.002536	0.0011302
S2002141203706.L2_MLAC.hdf	34.298	-119.88	0.00248533	0.00280978	0.00325778	0.0034804	0.0041947	0.0031638
S2002141203706.L2_MLAC.hdf	34.348	-119.863	0.00257089	0.002968	0.00348133	0.0037216	0.0043444	0.0030364
S2002197195646.L2_MLAC.hdf	34.298	-119.881	0.007592	0.00770067	0.00755822	0.0070162	0.0061067	0.0039216
S2002197195646.L2_MLAC.hdf	34.348	-119.863	0.008126	0.00827422	0.00817489	0.007688	0.0068591	0.0046127
S2002317204613.L2_MLAC.hdf	34.348	-119.864	0.00299956	0.00344556	0.00383622	0.00374	0.0031293	0.0012642
S2003059200933.L2_MLAC.hdf	34.158	-119.952	0.00269889	0.00291489	0.00324822	0.003182	0.002984	0.0013391
S2003059200933.L2_MLAC.hdf	34.206	-119.93	0.00279867	0.00310222	0.00353622	0.0034609	0.0031151	0.0012791
S2003059200933.L2_MLAC.hdf	34.251	-119.892	0.002976	0.003318	0.00383333	0.0036996	0.0032102	0.0013044
S1999258125528.L2_MLAC.hdf	36.4095	-0.8545	0.00693556	0.00685356	0.00610645	0.0048424	0.0035447	0.0020711
S1999260110634.L2_MLAC.hdf	37.9938	8.5248	0.0115658	0.0110971	0.00948089	0.0076144	0.00598	0.0037416
S1999271110133.L2_MLAC.hdf	41.8921	10.4393	0.00810733	0.00797933	0.00679778	0.0051331	0.0035387	0.001692
S2001076223959.L2_MLAC.hdf	32.091	-164.44	0.00834244	0.00831489	0.00777467	0.0063711	0.0049384	0.0030187
S2001097030559.L2_MLAC.hdf	36.146	132.674	0.0117613	0.0120858	0.0121611	0.0119042	0.0113378	0.008726
S2001098034852.L2_MLAC.hdf	38	133.567	0.0116307	0.0122553	0.0123393	0.0122496	0.0117318	0.0094227
S2001098034852.L2_MLAC.hdf	38.008	133.578	0.0117049	0.0123066	0.0124434	0.0123611	0.0118574	0.009542
S2001105035231.L2_MLAC.hdf	32.42	128.538	0.00728333	0.00766444	0.00763244	0.0073156	0.0065202	0.0045964
S2001105035231.L2_MLAC.hdf	32.523	128.41	0.00818289	0.00852778	0.00843822	0.0079296	0.0069618	0.0050813
S2003103203644.L2_MLAC.hdf	36.8288	-121.873	0.004828	0.00507689	0.00531711	0.0054102	0.0056233	0.0036531
S2003108204404.L2_MLAC.hdf	36.8204	-121.866	0.00584378	0.00624311	0.00635667	0.0064407	0.0066316	0.0045164
S2003112201035.L2_MLAC.hdf	36.4823	-122.371	0.00523533	0.00554089	0.00578089	0.005506	0.0048509	0.003196
S2000184171542.L2_MLAC.hdf	43.699	-67.768	0.00558133	0.00588022	0.00589511	0.0054273	0.0044836	0.0023831
S2000193171348.L2_MLAC.hdf	43.732	-67.187	0.00381133	0.00436733	0.00475556	0.0044678	0.0038362	0.0018398
S2000194161838.L2_MLAC.hdf	43.755	-66.603	0.00326533	0.003678	0.00435289	0.0041667	0.0036362	0.0013842
S2000194161838.L2_MLAC.hdf	43.731	-67.217	0.003766	0.00407933	0.00434067	0.0038996	0.0031716	0.0013098
S2000235162834.L2_MLAC.hdf	43.766	-66.333	0.00447267	0.00508311	0.00569756	0.0056442	0.005292	0.0028522
S2000235162834.L2_MLAC.hdf	43.742	-66.971	0.00409845	0.00441422	0.00466733	0.0046013	0.0043938	0.0023031
S2000235162834.L2_MLAC.hdf	43.713	-67.618	0.00416645	0.00454422	0.00482711	0.0046104	0.0041224	0.0020064
S2000242163948.L2_MLAC.hdf	43.715	-67.848	0.00256511	0.00286733	0.003246	0.0033851	0.0035022	0.0012853
S2001177172533.L2_MLAC.hdf	43.713	-67.65	0.00799356	0.00830333	0.00830933	0.0079313	0.0070136	0.0045769
S2001183164613.L2_MLAC.hdf	43.738	-66.984	0.00434733	0.00496111	0.00560667	0.0055498	0.0051302	0.0032622
S2001208163102.L2_MLAC.hdf	43.737	-67.109	0.002944	0.00337622	0.00384156	0.0035353	0.0029556	0.0013482
S2001208163102.L2_MLAC.hdf	43.714	-67.709	0.002348	0.00271533	0.00320822	0.0032318	0.003048	0.0009891
S2001249161047.L2_MLAC.hdf	43.76	-66.575	0.00591756	0.00650622	0.00699422	0.0066802	0.0059122	0.0031884
S2001249161047.L2_MLAC.hdf	43.736	-67.186	0.00537867	0.00567889	0.00588889	0.0057249	0.0052793	0.0028633
S2001259164416.L2_MLAC.hdf	43.765	-66.469	0.00265689	0.00335911	0.00420778	0.0040678	0.00339	0.0010764
S2001259164416.L2_MLAC.hdf	43.739	-67.07	0.00236467	0.00255645	0.00284822	0.0028213	0.0025611	0.0009762
S2001259164416.L2_MLAC.hdf	43.715	-67.696	0.00237111	0.00278333	0.00318889	0.0030773	0.002672	0.0009529
S2001272160812.L2_MLAC.hdf	43.732	-67.203	0.00377845	0.00400756	0.00415289	0.0040662	0.0036573	0.0020098
S2001273165102.L2_MLAC.hdf	43.766	-66.441	0.00197978	0.00234689	0.00270111	0.0028093	0.0026993	0.0013064
S2001273165102.L2_MLAC.hdf	43.741	-67.065	0.00232533	0.00272844	0.00307489	0.0031193	0.0028531	0.0014073
S2001273165102.L2_MLAC.hdf	43.715	-67.703	0.00235378	0.00285667	0.00317933	0.0031789	0.0028649	0.0014829
S2001282164041.L2_MLAC.hdf	43.763	-66.582	0.00168711	0.00213978	0.00274289	0.002846	0.0027022	0.0009867
S2001282164041.L2_MLAC.hdf	43.737	-67.186	0.00136022	0.00171022	0.00210022	0.0021264	0.0019889	0.0007571
S2001282164041.L2_MLAC.hdf	43.708	-67.771	0.00138333	0.00171022	0.00202245	0.0020833	0.0019636	0.000864
S2001289164329.L2_MLAC.hdf	43.771	-66.39	0.00254467	0.00287089	0.00318245	0.0033302	0.0032647	0.0015953
S2001289164329.L2_MLAC.hdf	43.743	-67.001	0.00271556	0.002946	0.00318822	0.0032398	0.0030702	0.0015084
S2001289164329.L2_MLAC.hdf	43.717	-67.615	0.00288356	0.00313333	0.00336089	0.0033589	0.0030967	0.0014936
S2002131165839.L2_MLAC.hdf	43.755	-66.904	0.00284956	0.00327445	0.00367267	0.003676	0.0035289	0.0020251
S2002131165839.L2_MLAC.hdf	43.72	-67.51	0.00249756	0.00292667	0.00329067	0.003456	0.0037147	0.0019976
S2002131165839.L2_MLAC.hdf	43.695	-68.125	0.00279556	0.00329311	0.00380578	0.0039929	0.0044858	0.0025178
S2002142162223.L2_MLAC.hdf	43.74	-66.998	0.00445733	0.00464911	0.00477356	0.0046062	0.0043544	0.0024173
S2002154162746.L2_MLAC.hdf	43.745	-66.828	0.00263422	0.00300667	0.00348756	0.0035609	0.00348	0.001894
S2002154162746.L2_MLAC.hdf	43.722	-67.412	0.00263	0.00304	0.00354245	0.0034664	0.0031898	0.0017631
S2002154162746.L2_MLAC.hdf	43.701	-68.005	0.00240645	0.00263911	0.00301378	0.0030471	0.0031204	0.0014993
S2002170160156.L2_MLAC.hdf	43.737	-66.985	0.00530311	0.00542111	0.00562267	0.0054471	0.0051073	0.0028649
S2002170160156.L2_MLAC.hdf	43.715	-67.609	0.00592356	0.00604089	0.006088	0.005778	0.0052244	0.0032373
S2002191172545.L2_MLAC.hdf	43.718	-67.563	0.0103533	0.0112149	0.0120793	0.0116091	0.0101529	0.0047482
S2002191172545.L2_MLAC.hdf	43.692	-68.186	0.00652778	0.00720422	0.00794578	0.0077769	0.0069196	0.0029009
S2002192162836.L2_MLAC.hdf	43.745	-66.939	0.00404844	0.00426178	0.00478511	0.0049127	0.0049804	0.0022076
S2002192162836.L2_MLAC.hdf	43.717	-67.547	0.00637489	0.00716733	0.00841445	0.0080256	0.0069589	0.0029549
S2002192162836.L2_MLAC.hdf	43.693	-68.162	0.00782578	0.00867222	0.00971111	0.0092609	0.0082031	0.0036838
S2002206161852.L2_MLAC.hdf	43.757	-66.619	0.00233289	0.00260711	0.00309578	0.0032469	0.0032413	0.0012811
S2002206161852.L2_MLAC.hdf	43.729	-67.254	0.00336645	0.00397245	0.00490978	0.0047322	0.0041696	0.0012311
S2002219170621.L2_MLAC.hdf	43.74	-66.994	0.00312045	0.00345	0.00383422	0.0037887	0.0034973	0.0012918
S2002219170621.L2_MLAC.hdf	43.713	-67.636	0.00331467	0.00372711	0.00420289	0.0040322	0.0034607	0.0011416
S2002219170621.L2_MLAC.hdf	43.688	-68.236	0.00321533	0.00369267	0.00412689	0.0038413	0.0031649	0.0010549
S2002233165641.L2_MLAC.hdf	43.75	-66.764	0.00286845	0.003122	0.00339556	0.0034056	0.0031642	0.0012156
S2002233165641.L2_MLAC.hdf	43.691	-68.053	0.003442	0.00394822	0.00429333	0.0039818	0.003196	0.0011711
S2002248172816.L2_MLAC.hdf	43.692	-68.182	0.00267422	0.00312089	0.00351667	0.0035338	0.0031716	0.0011896
S2002261163628.L2_MLAC.hdf	43.714	-67.605	0.00336533	0.00354844	0.003798	0.0038871	0.0039556	0.0016789
S2002261163628.L2_MLAC.hdf	43.69	-68.202	0.003518	0.00356822	0.00365845	0.0037258	0.0038264	0.00179
S2002273164121.L2_MLAC.hdf	43.757	-66.649	0.00645622	0.00634333	0.00610645	0.0059211	0.0054247	0.0035667
S2003154173614.L2_MLAC.hdf	43.728	-67.277	0.011206	0.0119547	0.0119736	0.0116544	0.0106702	0.0078693
S2003154173614.L2_MLAC.hdf	43.698	-67.889	0.0109762	0.0118122	0.0119769	0.0116073	0.0105771	0.0076389
S2003211170542.L2_MLAC.hdf	43.689	-68.216	0.00648445	0.00684089	0.00713445	0.0069107	0.0061871	0.00312
S2003226172924.L2_MLAC.hdf	43.689	-68.18	0.00802134	0.00831511	0.00837022	0.0081978	0.0076247	0.0043987
S2003240171209.L2_MLAC.hdf	43.739	-67.003	0.00258778	0.00279089	0.00308711	0.0032122	0.002966	0.0013013
S2003252171129.L2_MLAC.hdf	43.743	-66.933	0.001744	0.00205089	0.00244556	0.0026591	0.0026233	0.0011218
S2003252171129.L2_MLAC.hdf	43.682	-68.181	0.00234445	0.00289289	0.00343422	0.0033887	0.0029838	0.0011856
S2003267173519.L2_MLAC.hdf	43.688	-68.219	0.00265111	0.00292333	0.00309956	0.0032051	0.0032516	0.0015276
S2003280163651.L2_MLAC.hdf	43.692	-68.234	0.00398622	0.004108	0.00402711	0.0038058	0.0032556	0.0018
S2004133165043.L2_MLAC.hdf	43.685	-68.226	0.005142	0.00558667	0.00597244	0.0058178	0.0055602	0.0033507
S2004156173900.L2_MLAC.hdf	43.676	-68.251	0.00317022	0.00358845	0.00390822	0.0038184	0.0033749	0.0017071
S2004168173426.L2_MLAC.hdf	43.716	-67.596	0.00217978	0.00273222	0.00328845	0.0034078	0.0033142	0.0011242
S2004189170218.L2_MLAC.hdf	43.689	-68.2	0.00581889	0.00603467	0.00608533	0.0058193	0.0051384	0.0025316
S2004217175922.L2_MLAC.hdf	43.688	-68.278	0.00674489	0.00711289	0.00716667	0.0067191	0.0058536	0.0036331
S2004230165741.L2_MLAC.hdf	43.718	-67.527	0.00501733	0.00525333	0.005376	0.0051051	0.0044322	0.002322
S2004230165741.L2_MLAC.hdf	43.693	-68.14	0.00450645	0.00468245	0.00482778	0.0046091	0.004044	0.0020336
S2004239163023.L2_MLAC.hdf	43.715	-67.627	0.00406956	0.00437111	0.00454089	0.0041051	0.0033151	0.0015724
S2004239163023.L2_MLAC.hdf	43.695	-68.25	0.0034	0.00367778	0.00397889	0.0038462	0.0037449	0.0014078
S2004258175528.L2_MLAC.hdf	43.69	-68.204	0.00177422	0.00239022	0.00297356	0.0028796	0.0024664	0.0006867
S2004259165736.L2_MLAC.hdf	43.693	-68.107	0.00216978	0.00260533	0.00304111	0.0029576	0.0026053	0.0007949
S2004267172811.L2_MLAC.hdf	43.715	-67.572	0.00177756	0.002258	0.00265	0.0026284	0.002246	0.0007076
S2004267172811.L2_MLAC.hdf	43.69	-68.198	0.00169667	0.00216911	0.00254156	0.0025158	0.0021342	0.0006069
S2004274171757.L2_MLAC.hdf	43.74	-66.995	0.00193711	0.002434	0.00282045	0.002788	0.002408	0.0009422
S1999214163307.L2_MLAC.hdf	43.745	-66.986	0.00268156	0.00289889	0.00326133	0.0031807	0.0029796	0.001104
S1999236162323.L2_MLAC.hdf	43.713	-67.756	0.0105178	0.0103511	0.00981889	0.009028	0.0078942	0.0052389
S1997266172044.L2_MLAC.hdf	32.9284	-79.2897	0.00784867	0.00829	0.00911867	0.0091584	0.0092576	0.0053956
S1998101164920.L2_MLAC.hdf	38	-76.267	0.00370022	0.00422311	0.00499978	0.0054227	0.0075242	0.0045456
S1999177170758.L2_MLAC.hdf	37.9992	-76.2027	0.00532822	0.00587933	0.00677445	0.0074333	0.008936	0.005278
S1999177170758.L2_MLAC.hdf	38.0037	-76.2685	0.00603578	0.00651111	0.00741	0.0080696	0.0097249	0.005838
S2003301161018.L2_MLAC.hdf	17.6913	-66.0013	0.0109469	0.0101638	0.00831667	0.0061667	0.0045327	0.0025858
S2003306161759.L2_MLAC.hdf	24.8727	-65.991	0.0128638	0.011535	0.008493	0.0060245	0.0043125	0.0028498
S2004021145219.L2_MLAC.hdf	-60.9983	-57.5162	0.00514845	0.00489622	0.00450156	0.0036184	0.0023676	0.0010622
S2005095172142.L2_MLAC.hdf	42.41	-70.4332	0.00409111	0.00463622	0.00498733	0.0050029	0.0048078	0.0026858
S2005095172142.L2_MLAC.hdf	42.5495	-70.4475	0.00402245	0.00463467	0.00506511	0.0051902	0.0052433	0.0029282
S2005208180714.L2_MLAC.hdf	36.717	-75.4642	0.0162818	0.0163524	0.015834	0.0150898	0.0137467	0.0094096
S2006183173336.L2_MLAC.hdf	37.5208	-75.0487	0.0169836	0.0167549	0.0159398	0.0151411	0.0137984	0.0101751
S2004337171946.L2_MLAC.hdf	-32.6991	-84.0742	0.0101322	0.00965333	0.00882533	0.006962	0.005278	0.0038467
S2004341164653.L2_MLAC.hdf	-34.0123	-73.367	0.00359511	0.00399667	0.00453156	0.0044804	0.0043562	0.0028502
S2004341164653.L2_MLAC.hdf	-34.0235	-73.3611	0.00353133	0.00389178	0.00443045	0.0044247	0.0043613	0.0028469
S2004345161218.L2_MLAC.hdf	-34.6311	-72.4676	0.00502467	0.00559089	0.00630267	0.00629	0.0060613	0.0046831
S2004346165259.L2_MLAC.hdf	-35.1644	-72.7203	0.00257422	0.00294511	0.00338111	0.00317	0.0026449	0.0012516
S2007238193143.L2_MLAC.hdf	29.03	-92.3849	0.00788667	0.00858245	0.00927289	0.0087769	0.0077876	0.0041422
S2007138193518.L2_MLAC.hdf	28.9933	-90.3757	0.00474089	0.00531467	0.00589778	0.006228	0.0072831	0.0049793
S2007138193518.L2_MLAC.hdf	29.0294	-90.2303	0.00500556	0.00565289	0.00635467	0.0068471	0.0079902	0.005442
S2002061210030.L2_MLAC.hdf	37.8668	-123.041	0.00184845	0.00205956	0.00244489	0.0027924	0.0034084	0.0014449
S2004313204752.L2_MLAC.hdf	32.4	-119.1	0.00761629	0.00780057	0.00746257	0.006508	0.0051883	0.0037286
S2004315203044.L2_MLAC.hdf	33.1575	-120.006	0.00449489	0.00473889	0.00439244	0.0033953	0.0022051	0.0009407
S2006255165327.L2_GAC	10.5	-64.67	0.008348	0.00831822	0.00802311	0.0069542	0.0058627	0.0040753
S2007037173302.L2_GAC	10.5	-64.67	0.00282578	0.00300267	0.003132	0.0031169	0.0032209	0.0019442
S2004041165736.L2_MLAC.hdf	10.5	-64.67	0.00279422	0.00305445	0.00341889	0.0034296	0.0034422	0.002104
S2004069161213.L2_MLAC.hdf	10.5	-64.67	0.0105051	0.0104696	0.0103509	0.0100209	0.0097231	0.0070522
S2007099211654.L2_MLAC.hdf	33.6586	-123.132	0.00860622	0.00937533	0.00935533	0.0079709	0.0064738	0.0045316
S2007108204510.L2_MLAC.hdf	33.7991	-121.078	0.00651489	0.00704111	0.00749333	0.0072438	0.0064918	0.0054676
S2005307174716.L2_MLAC.hdf	36.9008	-75.9092	0.003062	0.00353778	0.00436089	0.0049858	0.0063571	0.0031147
S2005307174716.L2_MLAC.hdf	36.8039	-75.8597	0.00327689	0.003648	0.00438445	0.0049867	0.006338	0.0031698
S2005307174716.L2_MLAC.hdf	36.8505	-75.7855	0.00323045	0.00350267	0.004046	0.0044242	0.0053569	0.0026762
S2004211171139.L2_MLAC.hdf	27.2321	-82.8345	0.00734622	0.00727022	0.00768734	0.0067244	0.0056098	0.0026682
S2004211171139.L2_MLAC.hdf	27.2591	-82.7665	0.00757356	0.00752422	0.00818867	0.0076136	0.0069324	0.0028222
S2002180180147.L2_MLAC.hdf	27.3128	-83.3011	0.00956556	0.00970022	0.00947178	0.0083533	0.0072758	0.0057182
S2002180180147.L2_MLAC.hdf	27.2372	-83.4669	0.0097595	0.00958425	0.008577	0.0072903	0.0058385	0.0044735
S2002181170437.L2_MLAC.hdf	27.0145	-83.2323	0.013392	0.0128596	0.0120578	0.0105347	0.0092153	0.0072789
S2002181170437.L2_MLAC.hdf	27.0949	-83.0692	0.0131423	0.0130843	0.0128823	0.0114711	0.0101729	0.008308
S2002220174759.L2_MLAC.hdf	26.3792	-82.2705	0.0145638	0.0145218	0.0143491	0.0140309	0.0133187	0.0096127
S2002220174759.L2_MLAC.hdf	26.3171	-82.4446	0.0135095	0.0135603	0.0133383	0.0130273	0.0124798	0.0094655
S2002220174759.L2_MLAC.hdf	26.2542	-82.6171	0.0163309	0.0159856	0.0152802	0.0136929	0.0117769	0.0086271
S2007125172249.L2_MLAC.hdf	40.464	-73.8981	0.00805089	0.00821356	0.00847511	0.0087182	0.0098813	0.0069902
S2007126180310.L2_MLAC.hdf	40.4497	-73.9141	0.004872	0.00509533	0.00541445	0.0056867	0.0066822	0.0041502
S2007128174513.L2_MLAC.hdf	40.2746	-73.7596	0.00330333	0.003848	0.00468533	0.0048804	0.0049313	0.0019147
S2004167165340.L2_MLAC.hdf	42.4098	-70.4335	0.00984956	0.00992022	0.00975933	0.0094787	0.0088807	0.0064133
